latitude,longitude,depth,magnitude,magnitude_type,year,month,day,hour,minute,seconds
36.6100,142.9023,6.89,3.70,Mw,2026,4,1,0,23,26.360
36.1048,139.9918,47.61,4.90,Mw,2026,4,1,1,6,18.250
39.4518,142.5893,30.15,4.30,Mw,2026,4,3,8,51,44.670
38.4037,141.9223,58.28,4.70,Mw,2026,4,4,10,36,44.810
36.1922,140.1208,51.61,3.60,Mw,2026,4,5,7,34,16.890
37.5447,141.4845,53.49,3.80,Mw,2026,4,5,17,28,11.130
39.7475,142.3352,9.80,4.20,Mw,2026,4,6,1,53,40.420
31.9270,135.9332,68.93,4.70,Mw,2026,4,6,6,45,13.100
41.7862,144.3120,15.95,4.50,Mw,2026,4,7,16,36,19.450
39.6170,143.4680,13.51,4.20,Mw,2026,4,8,6,27,50.360
33.7262,132.2997,50.01,3.80,Mw,2026,4,8,11,13,4.960
39.7592,141.8342,58.09,4.00,Mw,2026,4,11,9,10,1.550
35.1187,132.7210,9.44,3.50,Mw,2026,4,11,16,30,43.730
38.2295,141.7907,58.93,4.60,Mw,2026,4,12,13,0,42.930
37.6270,137.5048,14.98,4.20,Mw,2026,4,12,23,54,0.080
32.7467,135.1217,31.10,4.00,Mw,2026,4,13,6,14,47.270
36.3502,137.6213,2.28,4.30,Mw,2026,4,14,6,34,36.540
40.6387,142.3992,44.99,4.20,Mw,2026,4,14,13,20,57.700
38.8857,142.4587,45.61,3.60,Mw,2026,4,14,14,29,0.780
39.7445,142.3290,8.07,3.60,Mw,2026,4,14,19,50,3.460
37.7097,141.6733,56.41,3.80,Mw,2026,4,15,23,7,2.180
33.3192,142.4528,54.53,4.70,Mw,2026,4,16,14,43,9.430
35.2972,133.1602,11.04,3.50,Mw,2026,4,16,17,40,2.290
36.5805,137.8515,7.82,4.90,Mw,2026,4,18,4,20,5.400
36.5728,137.8553,8.64,4.90,Mw,2026,4,18,5,54,30.650
36.5720,137.8597,8.24,3.80,Mw,2026,4,18,7,21,22.160
35.1412,140.0260,67.93,3.70,Mw,2026,4,19,1,55,35.430
39.8422,143.1575,19.44,7.40,Mw,2026,4,20,7,52,58.060
39.4525,143.3607,13.90,5.10,Mw,2026,4,20,10,44,12.890
39.5822,143.4400,12.31,5.40,Mw,2026,4,20,12,56,46.640
39.8362,143.3137,14.94,4.90,Mw,2026,4,20,14,15,27.340
39.4038,143.6232,13.83,4.20,Mw,2026,4,20,16,13,14.160
39.8222,143.5953,15.76,4.40,Mw,2026,4,20,16,15,28.960
39.8652,143.1682,13.98,3.80,Mw,2026,4,20,21,50,32.870
39.8378,143.5765,15.12,3.90,Mw,2026,4,20,22,6,11.750
39.7695,143.4285,14.01,4.00,Mw,2026,4,21,0,54,29.390
39.5573,143.4332,13.31,4.10,Mw,2026,4,21,1,44,12.940
39.8273,143.2715,4.01,4.60,Mw,2026,4,21,2,35,44.520
37.1578,141.3677,45.53,4.00,Mw,2026,4,21,4,50,49.200
39.8165,143.6123,23.96,4.60,Mw,2026,4,21,5,19,57.090
39.8270,143.6445,16.28,4.40,Mw,2026,4,21,5,23,49.600
39.8252,143.6350,16.82,4.20,Mw,2026,4,21,5,26,58.980
39.8270,143.6397,16.14,5.30,Mw,2026,4,21,5,29,10.850
39.7103,143.4453,13.86,3.90,Mw,2026,4,21,13,1,53.560
39.8385,142.6103,35.15,4.20,Mw,2026,4,21,16,18,6.970
40.1233,143.2688,16.58,5.50,Mw,2026,4,21,18,44,10.850
39.8550,143.1762,17.64,5.00,Mw,2026,4,22,0,1,11.400
39.7942,143.3632,14.91,4.10,Mw,2026,4,22,9,49,3.210
40.1387,142.4615,38.69,4.30,Mw,2026,4,22,12,6,22.290
39.9115,143.0992,16.40,4.80,Mw,2026,4,22,12,18,33.770
39.6147,143.2248,16.07,4.70,Mw,2026,4,22,13,35,24.610
39.8798,143.1735,18.76,4.60,Mw,2026,4,22,14,26,18.850
36.5675,137.8492,8.72,3.90,Mw,2026,4,22,17,42,35.310
40.0523,142.1983,45.13,4.20,Mw,2026,4,22,17,46,36.890
39.7178,143.4397,14.44,4.60,Mw,2026,4,23,0,7,57.940
40.0973,142.4393,37.93,4.10,Mw,2026,4,23,6,41,14.560
39.5358,143.5650,12.99,3.90,Mw,2026,4,23,7,20,31.440
40.1395,142.4387,13.74,3.80,Mw,2026,4,23,9,40,10.050
40.1493,143.1758,18.49,3.70,Mw,2026,4,23,11,3,16.500
35.7798,140.1405,70.20,4.10,Mw,2026,4,23,14,53,14.610
39.4913,143.3318,11.69,3.60,Mw,2026,4,23,15,26,28.580
39.7928,143.3423,12.50,4.20,Mw,2026,4,23,16,56,55.830
39.7030,143.4248,13.82,3.90,Mw,2026,4,23,21,24,4.910
39.9168,143.6158,15.68,4.20,Mw,2026,4,23,22,18,19.590
40.0808,142.8352,33.05,5.00,Mw,2026,4,24,5,13,9.930
40.0295,142.3968,7.32,3.80,Mw,2026,4,25,2,58,48.960
40.0315,142.3970,7.32,3.70,Mw,2026,4,25,4,44,46.350
39.7645,143.4295,14.33,3.60,Mw,2026,4,25,5,12,54.610
34.3765,142.2447,47.01,3.90,Mw,2026,4,25,5,19,14.900
39.7992,143.2618,15.88,4.80,Mw,2026,4,25,20,41,30.300
39.7183,143.4465,13.49,3.70,Mw,2026,4,25,21,12,41.960
40.0893,142.8237,33.22,4.60,Mw,2026,4,26,6,43,52.390
40.0372,142.7238,34.30,5.10,Mw,2026,4,26,16,57,22.050
39.8432,143.2593,16.70,3.90,Mw,2026,4,27,4,40,43.610
38.6942,142.9092,9.79,3.60,Mw,2026,4,27,9,4,29.600
36.1903,135.9490,16.10,3.50,Mw,2026,4,28,5,53,38.040
40.1993,142.8475,3.64,4.80,Mw,2026,4,28,7,24,42.250
40.1985,142.8537,3.97,4.30,Mw,2026,4,28,10,14,51.740
40.1585,143.1697,19.08,3.90,Mw,2026,4,28,19,52,6.260
39.6330,143.4635,13.64,4.20,Mw,2026,4,29,0,43,32.730
39.6085,143.5323,12.08,3.80,Mw,2026,4,29,5,4,28.970
36.5778,137.8480,4.35,3.70,Mw,2026,4,29,7,44,59.680
39.6237,143.4695,13.52,3.90,Mw,2026,4,29,9,36,29.050
40.2235,142.8138,3.89,3.70,Mw,2026,4,30,5,13,58.910
40.1463,143.3495,16.79,4.50,Mw,2026,4,30,8,43,13.850
40.2212,142.8175,4.39,4.30,Mw,2026,4,30,10,38,16.740
34.1165,131.4830,21.71,3.50,Mw,2026,4,30,11,23,0.840
39.9203,142.3877,38.29,3.90,Mw,2026,4,30,18,15,26.930
35.9833,141.7040,17.64,4.90,Mw,2026,5,1,13,0,39.880
42.8987,145.5290,37.96,4.70,Mw,2026,5,1,17,19,24.950
45.0283,142.1615,0.00,4.60,Mw,2026,5,1,19,35,44.350
34.0628,135.5570,64.87,5.70,Mw,2026,5,2,9,28,41.010
32.9097,137.1848,49.41,3.50,Mw,2026,5,3,15,19,46.270
37.2543,142.2438,23.57,3.60,Mw,2026,5,3,18,57,22.500
39.8178,143.3567,14.47,3.70,Mw,2026,5,4,1,7,48.500
39.8083,143.3777,14.94,4.90,Mw,2026,5,4,21,42,1.340
39.8938,143.0812,16.82,5.20,Mw,2026,5,4,23,54,5.510
34.6237,142.2255,31.76,3.50,Mw,2026,5,5,19,49,30.980
39.5487,143.5757,12.07,3.90,Mw,2026,5,6,9,18,59.700
39.5518,143.5747,12.35,4.00,Mw,2026,5,6,9,22,44.470
39.9045,143.1055,16.12,3.70,Mw,2026,5,6,13,7,24.590
33.7163,133.9622,34.01,3.70,Mw,2026,5,6,19,30,13.040
36.9410,136.4007,12.27,3.50,Mw,2026,5,6,21,1,24.500
36.3245,140.0918,68.94,4.40,Mw,2026,5,7,18,50,2.450
37.5078,141.5440,46.81,4.70,Mw,2026,5,7,23,31,13.430
35.0512,138.2798,5.69,4.10,Mw,2026,5,8,3,36,8.850
39.8453,143.2940,15.29,4.40,Mw,2026,5,8,17,10,17.300
39.8358,143.3068,12.58,4.20,Mw,2026,5,8,17,11,57.790
39.2670,142.1380,51.71,3.90,Mw,2026,5,9,9,19,49.180
37.2638,144.5860,36.18,4.10,Mw,2026,5,10,3,3,39.910
33.7738,134.7362,37.21,3.50,Mw,2026,5,10,21,21,15.600
39.6833,143.2115,17.13,3.90,Mw,2026,5,11,0,10,0.690
39.7410,143.7490,16.80,5.00,Mw,2026,5,11,0,21,41.910
41.0333,142.5122,46.38,4.10,Mw,2026,5,11,2,27,42.580
35.5498,143.6235,43.99,3.60,Mw,2026,5,11,4,57,52.430
39.4527,143.3337,15.06,3.90,Mw,2026,5,11,6,51,51.530
38.5392,141.7367,52.70,3.60,Mw,2026,5,11,22,36,16.530
36.0865,139.8880,48.51,4.40,Mw,2026,5,12,0,2,35.740
36.8508,143.8970,24.25,3.60,Mw,2026,5,12,5,33,2.790
45.4378,140.9855,13.74,3.60,Mw,2026,5,12,10,32,23.990
37.5138,141.5343,47.12,3.60,Mw,2026,5,12,13,1,51.720
39.7010,143.2762,15.43,3.70,Mw,2026,5,12,17,37,24.770
38.8895,141.9722,48.94,3.50,Mw,2026,5,12,18,2,59.670
41.7055,145.8245,47.86,4.60,Mw,2026,5,13,2,24,40.410
40.5767,140.3480,7.91,3.60,Mw,2026,5,13,17,32,41.910
38.4055,141.9252,56.97,3.60,Mw,2026,5,13,18,2,40.440
39.8377,141.4260,11.99,4.50,Mw,2026,5,13,20,1,36.130
33.3152,142.4597,50.46,3.80,Mw,2026,5,14,6,21,28.210
39.5617,143.4455,13.14,3.90,Mw,2026,5,14,10,47,23.760
39.7913,143.3430,14.76,4.10,Mw,2026,5,14,22,33,5.330
39.7917,143.3387,12.78,4.20,Mw,2026,5,14,22,33,50.720
36.2420,140.9490,31.43,3.50,Mw,2026,5,14,23,23,6.190
38.9042,142.0973,45.94,6.60,Mw,2026,5,15,11,22,2.010
39.8430,143.2577,3.55,3.70,Mw,2026,5,15,20,39,35.810
36.0013,137.3660,10.07,3.50,Mw,2026,5,15,22,27,33.360
39.8937,143.0597,16.49,4.80,Mw,2026,5,17,0,7,26.320
38.7742,142.2638,42.22,4.20,Mw,2026,5,17,2,42,12.630
39.0890,142.2070,39.70,3.90,Mw,2026,5,17,9,1,53.800
37.8570,141.5735,49.22,4.20,Mw,2026,5,18,6,19,19.480
39.7083,143.4420,13.95,4.60,Mw,2026,5,18,17,4,29.210
40.3975,142.6892,39.37,3.70,Mw,2026,5,18,18,12,7.590
40.8328,142.5203,75.83,4.20,Mw,2026,5,19,10,23,35.210
30.6853,132.8040,46.79,3.50,Mw,2026,5,20,9,37,38.770
35.7190,140.9597,33.73,4.10,Mw,2026,5,20,15,23,12.900
38.8657,142.0405,46.13,3.60,Mw,2026,5,21,4,20,40.680
33.2962,132.4037,40.04,3.60,Mw,2026,5,21,15,23,49.990
44.0517,141.7335,6.89,3.50,Mw,2026,5,22,6,22,18.350
40.1423,142.3628,39.28,4.40,Mw,2026,5,22,16,53,55.700
36.7073,142.1537,16.48,3.70,Mw,2026,5,23,0,45,52.390
42.5955,145.0498,41.39,3.50,Mw,2026,5,23,14,19,50.560
36.4387,140.6893,52.35,4.00,Mw,2026,5,24,6,8,24.070
38.2238,141.7877,58.30,3.70,Mw,2026,5,24,8,7,49.260
40.1342,142.3898,39.56,4.70,Mw,2026,5,25,8,14,46.410
39.9463,143.6278,15.02,3.70,Mw,2026,5,25,14,27,22.540
39.8893,143.0493,14.82,3.60,Mw,2026,5,26,15,11,36.810
35.7860,141.3912,13.19,3.50,Mw,2026,5,26,17,8,17.590
38.8563,142.1098,44.43,4.30,Mw,2026,5,26,20,20,59.580
41.5783,143.5797,51.55,4.40,Mw,2026,5,27,7,38,55.000
39.6430,143.4512,12.26,4.00,Mw,2026,5,27,8,32,55.330
33.1717,142.4578,48.51,3.70,Mw,2026,5,28,8,37,10.710
38.9232,142.1040,44.34,3.90,Mw,2026,5,29,8,53,50.670
33.1450,142.4937,51.94,4.10,Mw,2026,5,29,10,15,43.550
35.3830,140.3207,26.92,3.80,Mw,2026,5,29,21,38,30.710
40.4305,142.4908,42.86,3.90,Mw,2026,5,30,13,26,59.390
40.3415,142.1258,49.15,3.60,Mw,2026,5,31,9,22,13.180
40.1265,142.4088,39.36,4.00,Mw,2026,5,31,10,58,49.320
40.3690,142.4648,26.34,4.10,Mw,2026,5,31,12,36,42.710
37.4572,138.1535,27.94,4.40,Mw,2026,5,31,20,54,39.710
33.1548,142.4768,56.62,4.10,Mw,2026,6,1,2,28,4.870
33.1268,142.4977,51.43,3.90,Mw,2026,6,1,2,51,52.210
39.1550,142.8870,23.91,3.80,Mw,2026,6,1,13,2,40.850
39.1565,142.8877,23.53,4.10,Mw,2026,6,1,13,30,53.870
36.4050,141.0845,39.70,3.90,Mw,2026,6,1,15,51,18.530
39.7878,143.2848,15.86,3.90,Mw,2026,6,2,8,9,44.990
31.1355,131.4892,32.54,4.60,Mw,2026,6,2,20,58,20.440
34.8700,135.6222,9.88,3.60,Mw,2026,6,2,23,50,6.140
39.7408,143.3493,14.56,3.50,Mw,2026,6,4,14,45,12.380
39.8388,143.6025,18.41,4.40,Mw,2026,6,4,17,44,46.860
39.8330,143.5990,16.32,4.30,Mw,2026,6,4,17,46,23.510
37.4000,144.7548,39.67,3.70,Mw,2026,6,5,2,50,43.820
34.7822,142.8663,27.89,3.70,Mw,2026,6,5,3,49,8.930
31.3347,128.9165,8.48,3.60,Mw,2026,6,5,4,21,21.630
35.0400,137.1508,39.95,3.80,Mw,2026,6,6,1,20,12.420
41.5642,142.1057,51.36,3.70,Mw,2026,6,6,3,48,58.850
33.3015,140.8168,54.47,4.80,Mw,2026,6,6,11,29,14.250
40.1068,142.4670,38.10,4.70,Mw,2026,6,6,18,52,26.630
39.1710,143.6215,15.15,4.20,Mw,2026,6,6,20,2,42.270
39.5587,142.0223,54.01,3.70,Mw,2026,6,6,20,15,11.530
39.3660,144.8160,21.14,3.80,Mw,2026,6,7,6,5,21.750
30.9192,128.6082,25.00,3.60,Mw,2026,6,7,21,35,59.920
37.6798,141.6515,60.71,4.10,Mw,2026,6,8,22,26,24.540
39.5865,143.4363,12.22,4.30,Mw,2026,6,10,7,14,29.690
34.1520,135.8040,50.08,3.70,Mw,2026,6,10,9,1,21.990
39.9313,142.4145,37.49,3.50,Mw,2026,6,10,9,55,44.950
38.7345,142.1782,43.10,4.30,Mw,2026,6,11,14,22,32.520
40.1908,143.1508,4.61,4.00,Mw,2026,6,11,18,37,19.950
39.4167,143.3040,16.33,3.50,Mw,2026,6,11,19,21,2.080
40.1280,142.4382,38.62,3.70,Mw,2026,6,12,0,47,43.630
37.7345,141.6998,57.85,4.00,Mw,2026,6,12,6,40,21.000
39.7025,143.4243,13.81,4.00,Mw,2026,6,12,11,40,15.820
39.7067,143.4247,13.91,3.90,Mw,2026,6,12,11,46,2.160
40.1978,143.1573,3.83,3.60,Mw,2026,6,12,19,43,8.430
40.1683,144.0525,27.58,4.00,Mw,2026,6,14,23,46,41.210
39.7953,143.3658,15.33,4.20,Mw,2026,6,15,2,6,39.490
40.1982,143.1650,4.34,3.70,Mw,2026,6,15,3,15,54.700
39.7748,143.3503,15.42,4.00,Mw,2026,6,15,4,45,25.740
42.3403,143.0128,55.77,3.80,Mw,2026,6,15,7,33,14.600
36.1128,139.8762,49.70,5.40,Mw,2026,6,16,10,46,33.810
37.7863,141.6515,79.97,3.80,Mw,2026,6,16,16,6,2.550
39.8808,143.1713,18.46,4.50,Mw,2026,6,16,17,25,55.890
39.9120,142.3970,38.26,3.50,Mw,2026,6,17,12,24,53.190
38.8830,144.6577,21.91,4.60,Mw,2026,6,17,14,28,51.550
38.9955,144.6213,14.66,4.00,Mw,2026,6,17,23,33,24.830
39.2712,142.8535,35.11,3.60,Mw,2026,6,18,14,42,56.170
35.2195,140.5037,48.47,3.90,Mw,2026,6,18,18,44,0.190
39.0002,144.6280,14.59,3.80,Mw,2026,6,18,21,19,40.200
37.3327,141.7345,41.73,4.00,Mw,2026,6,18,22,33,6.190
39.9238,143.6223,16.32,4.60,Mw,2026,6,19,16,47,42.280
39.9295,143.6405,16.98,4.10,Mw,2026,6,19,16,55,51.380
42.8987,145.4670,73.53,4.10,Mw,2026,6,19,20,39,2.370
42.5573,145.2870,25.43,3.60,Mw,2026,6,22,23,3,37.790
37.0467,139.4118,6.41,3.50,Mw,2026,6,24,4,31,43.600
40.2102,142.3045,43.97,6.90,Mw,2026,6,24,22,30,13.900
40.2760,142.2373,45.44,4.60,Mw,2026,6,25,11,58,30.920
40.3222,142.1620,47.81,4.60,Mw,2026,6,25,16,11,42.680
40.7868,142.7250,40.09,3.80,Mw,2026,6,25,17,48,35.250
42.2798,144.7715,20.67,3.80,Mw,2026,6,25,21,1,34.770
36.0548,139.9247,45.23,3.90,Mw,2026,6,26,2,48,58.990
35.7267,140.6178,52.55,5.80,Mw,2026,6,26,3,46,35.670
35.7323,140.6757,51.17,4.50,Mw,2026,6,26,4,31,32.000
39.8313,143.3117,15.39,4.20,Mw,2026,6,26,7,21,56.430
35.5518,138.9663,20.32,5.30,Mw,2026,6,26,13,28,59.250
35.7967,140.0903,70.78,4.20,Mw,2026,6,26,18,59,37.810
39.6880,142.7247,27.59,3.60,Mw,2026,6,26,19,38,14.160
40.2073,142.3682,41.10,5.80,Mw,2026,6,27,20,21,51.720
40.0863,142.4380,37.93,4.30,Mw,2026,6,28,5,39,30.540
40.1308,142.3835,39.40,4.00,Mw,2026,6,28,14,49,30.940
40.3638,142.2083,44.66,4.00,Mw,2026,6,28,23,11,20.530
33.8745,134.8628,42.55,3.80,Mw,2026,6,30,1,29,11.070
40.3690,142.2032,45.64,3.60,Mw,2026,6,30,3,24,25.720
40.2505,142.4613,41.95,3.60,Mw,2026,6,30,4,22,49.250
40.0903,142.4308,38.60,4.90,Mw,2026,6,30,14,2,20.970
